Minutes,Torq (N-m),Km/h,Watts,Km,Cadence,Hrate,ID,Altitude (m)
1.10007,0,9.702,104,0.140518,77,101,0,0,
1.11673,0,9.702,107,0.143213,77,101,0,0,
1.13338,0,9.702,104,0.145908,76,101,0,0,
1.15007,0,9.576,107,0.148575,76,100,0,0,
1.16673,0,9.702,113,0.151235,77,100,0,0,
1.18338,0,9.702,110,0.15393,77,100,0,0,
1.20005,0,9.702,104,0.156625,77,100,0,0,
1.21672,0,9.576,104,0.15932,76,100,0,0,
1.23337,0,9.702,112,0.161994,77,100,0,0,
1.25005,0,9.702,105,0.164689,77,100,0,0,
1.26672,0,9.576,101,0.167377,76,100,0,0,
1.28338,0,9.576,112,0.170037,76,99,0,0,
1.30005,0,9.702,106,0.172711,77,99,0,0,
1.31672,0,9.702,109,0.175406,77,99,0,0,
1.33338,0,9.702,107,0.178101,77,98,0,0,
1.35005,0,9.702,107,0.180796,77,98,0,0,
1.36672,0,9.702,108,0.183491,78,98,0,0,
1.38338,0,9.702,104,0.186207,77,98,0,0,
1.40005,0,9.702,109,0.188902,77,97,0,0,
1.41672,0,9.702,109,0.191597,77,98,0,0,
1.43338,0,9.828,107,0.194313,77,98,0,0,
1.45005,0,9.702,102,0.197015,77,98,0,0,
1.4667,0,9.702,114,0.19971,77,98,0,0,
1.48338,0,9.702,107,0.202405,78,98,0,0,
1.50003,0,9.828,116,0.205128,78,98,0,0,
1.5167,0,9.954,111,0.207872,79,98,0,0,
1.53338,0,9.954,101,0.210637,78,97,0,0,
1.55003,0,9.702,103,0.213367,77,97,0,0,
1.5667,0,9.828,117,0.216076,78,97,0,0,
1.58335,0,9.954,120,0.218827,79,97,0,0,
1.60003,0,8.946,144,0.221424,72,96,0,0,
1.61672,0,9.324,135,0.223951,74,97,0,0,
1.63337,0,9.576,137,0.226569,76,97,0,0,
1.65002,0,9.576,135,0.229229,76,97,0,0,
1.6667,0,9.702,139,0.23191,77,98,0,0,
1.68337,0,9.702,138,0.234605,77,99,0,0,
1.7,0,9.828,136,0.237314,78,99,0,0,
1.7167,0,9.702,135,0.240023,77,100,0,0,
1.73337,0,9.702,134,0.242718,77,100,0,0,
1.75003,0,9.828,140,0.245427,78,100,0,0,
1.76667,0,9.828,141,0.248157,78,100,0,0,
1.78337,0,9.954,144,0.250894,79,100,0,0,
1.80002,0,9.954,137,0.253659,79,100,0,0,
1.81668,0,9.954,149,0.256424,79,100,0,0,
1.83337,0,10.08,143,0.259217,80,100,0,0,
1.85002,0,10.08,135,0.262017,80,99,0,0,
1.8667,0,9.954,139,0.264796,79,99,0,0,
1.88337,0,10.08,145,0.267568,80,99,0,0,
1.90003,0,10.08,139,0.270368,80,99,0,0,
1.9167,0,10.08,137,0.273168,80,99,0,0,
1.93335,0,10.08,137,0.275968,80,100,0,0,
1.95,0,9.954,142,0.278754,80,100,0,0,
1.96668,0,9.954,139,0.28154,79,101,0,0,
1.98335,0,10.08,145,0.284312,80,101,0,0,
2.00002,0,10.08,139,0.287112,80,103,0,0,
2.01668,0,9.954,137,0.289912,79,103,0,0,
2.03335,0,9.954,133,0.292677,79,104,0,0,
2.05002,0,9.954,140,0.295442,79,104,0,0,
2.06668,0,9.954,139,0.298207,79,104,0,0,
2.08333,0,9.954,145,0.300972,80,105,0,0,
2.09998,0,9.954,135,0.303737,79,105,0,0,
2.11668,0,10.08,123,0.306516,78,105,0,0,
2.13335,0,9.828,145,0.309274,78,104,0,0,
2.15,0,10.08,130,0.312018,80,104,0,0,
2.16668,0,9.576,131,0.314762,77,104,0,0,
2.18333,0,9.576,130,0.317443,76,104,0,0,
2.20002,0,9.702,134,0.32011,77,104,0,0,
2.21667,0,9.576,126,0.322791,76,104,0,0,
2.23335,0,9.45,131,0.32543,75,104,0,0,
2.25,0,9.45,128,0.328055,75,105,0,0,
2.26668,0,9.576,128,0.330687,76,106,0,0,
2.28333,0,9.576,117,0.333347,75,106,0,0,
2.3,0,9.324,112,0.335986,75,107,0,0,
2.31667,0,9.324,132,0.338576,74,107,0,0,
2.33333,0,9.324,129,0.341166,74,107,0,0,
2.35,0,9.45,114,0.34377,74,107,0,0,
2.36667,0,9.324,130,0.346374,74,108,0,0,
2.38333,0,9.324,134,0.348964,75,108,0,0,
2.4,0,9.45,119,0.351561,75,108,0,0,
2.41667,0,9.324,110,0.354172,74,108,0,0,
2.43333,0,9.324,0,0.356762,0,108,0,0,
2.45,0,9.324,110,0.359352,0,109,0,0,
2.46665,0,9.324,110,0.361942,0,109,0,0,
2.48333,0,9.324,110,0.364532,3524,108,0,0,
2.49998,0,9.324,0,0.367122,0,108,0,0,
2.51663,0,9.324,110,0.369712,0,107,0,0,
2.5446,0,8.442,181,0.374178,2262,92,0,0,
2.56127,0,8.442,181,0.376523,2262,91,0,0,
2.57795,0,8.442,0,0.378868,0,89,0,0,
2.59458,0,8.442,107,0.381213,0,88,0,0,
2.6113,0,8.442,107,0.383558,2262,88,0,0,
2.62798,0,8.442,0,0.385903,0,88,0,0,
2.6446,0,8.442,0,0.388248,0,88,0,0,
2.66127,0,8.442,107,0.390593,0,88,0,0,
2.67793,0,0.126,0,0.392476,673,87,0,0,
2.6946,0,6.552,175,0.392511,52,87,0,0,
2.71127,0,8.442,146,0.394436,67,87,0,0,
2.72793,0,8.82,128,0.396802,70,88,0,0,
2.7446,0,8.946,125,0.399266,71,89,0,0,
2.76132,0,9.072,117,0.401765,72,90,0,0,
2.77793,0,8.946,118,0.404285,71,92,0,0,
2.7946,0,8.946,116,0.40677,71,93,0,0,
2.81128,0,8.946,125,0.409255,71,96,0,0,
2.82793,0,9.072,127,0.411754,72,96,0,0,
2.84463,0,9.324,129,0.414302,75,97,0,0,
2.86125,0,9.45,129,0.41692,75,98,0,0,
2.87793,0,9.324,120,0.419538,74,99,0,0,
2.89458,0,9.072,107,0.4221,73,99,0,0,
2.9113,0,9.198,128,0.424634,74,100,0,0,
2.92792,0,9.324,127,0.427217,74,100,0,0,
2.94458,0,9.324,121,0.429807,74,101,0,0,
2.96125,0,9.198,123,0.43239,73,101,0,0,
2.97795,0,9.198,119,0.434945,73,102,0,0,
2.99463,0,8.946,108,0.4375,73,103,0,0,
3.01125,0,8.946,125,0.439985,72,103,0,0,
3.02792,0,9.198,121,0.442484,73,105,0,0,
3.0446,0,9.198,133,0.445039,73,106,0,0,
3.06128,0,9.324,127,0.447608,74,107,0,0,
3.07793,0,9.324,118,0.450198,74,108,0,0,
3.09458,0,9.198,111,0.452781,73,109,0,0,
3.11122,0,9.324,143,0.455343,74,109,0,0,
3.12795,0,9.576,145,0.457961,78,110,0,0,
3.14458,0,8.82,153,0.460677,70,112,0,0,
3.16125,0,9.324,180,0.463155,74,113,0,0,
3.17792,0,9.576,170,0.465759,76,113,0,0,
3.19462,0,9.702,175,0.468433,78,114,0,0,
3.21123,0,9.954,165,0.471156,79,115,0,0,
3.2279,0,9.954,168,0.473921,79,115,0,0,
3.24462,0,9.954,163,0.476686,78,115,0,0,
3.26123,0,9.954,172,0.479423,79,114,0,0,
3.2779,0,9.954,160,0.482188,79,114,0,0,
3.29462,0,9.954,158,0.484953,78,114,0,0,
3.31123,0,9.828,167,0.48769,78,114,0,0,
3.3279,0,9.954,166,0.490427,79,113,0,0,
3.34457,0,9.954,166,0.493192,79,113,0,0,
3.36123,0,9.954,171,0.495957,79,113,0,0,
3.37793,0,10.08,166,0.498729,80,114,0,0,
3.39457,0,9.954,166,0.501508,79,114,0,0,
3.41123,0,10.08,177,0.504273,80,114,0,0,
3.4279,0,10.08,175,0.507073,80,114,0,0,
3.44458,0,10.08,174,0.509873,80,115,0,0,
3.46123,0,10.206,174,0.512673,81,115,0,0,
3.4779,0,10.08,167,0.515501,80,115,0,0,
3.4946,0,10.206,172,0.518322,81,114,0,0,
3.51122,0,10.206,177,0.521157,81,115,0,0,
3.5279,0,10.206,171,0.523992,81,115,0,0,
3.54458,0,10.206,180,0.526827,81,115,0,0,
3.56122,0,10.206,171,0.529662,81,115,0,0,
3.57788,0,10.08,168,0.53249,80,115,0,0,
3.59458,0,10.08,180,0.53529,80,115,0,0,
3.61122,0,10.206,169,0.53809,81,115,0,0,
3.62792,0,10.206,173,0.540925,81,115,0,0,
3.64455,0,10.332,182,0.54376,82,115,0,0,
3.66122,0,10.332,174,0.54663,82,115,0,0,
3.67792,0,10.332,179,0.5495,82,115,0,0,
3.69455,0,10.206,183,0.55237,81,116,0,0,
3.71122,0,10.332,183,0.555212,82,116,0,0,
3.7279,0,10.332,186,0.558082,82,116,0,0,
3.74455,0,10.332,175,0.560952,82,116,0,0,
3.76122,0,10.206,155,0.563815,81,115,0,0,
3.7779,0,10.08,183,0.566629,81,115,0,0,
3.79455,0,10.206,173,0.569457,81,115,0,0,
3.81125,0,10.206,182,0.572292,82,115,0,0,
3.82788,0,10.332,177,0.575155,82,115,0,0,
3.84457,0,10.206,176,0.578018,81,114,0,0,
3.86123,0,10.206,180,0.580853,81,114,0,0,
3.87792,0,8.442,179,0.583394,80,115,0,0,
3.89453,0,10.206,174,0.586103,81,115,0,0,
3.9112,0,10.206,176,0.588938,81,115,0,0,
3.9279,0,10.08,179,0.591752,81,115,0,0,
3.94453,0,10.206,180,0.59458,81,116,0,0,
3.96123,0,10.206,181,0.597415,81,117,0,0,
3.97787,0,10.206,181,0.60025,81,117,0,0,
3.99453,0,10.206,185,0.603085,81,117,0,0,
4.01123,0,10.206,194,0.60592,90,117,0,0,
4.02787,0,10.206,185,0.609343,81,117,0,0,
4.04453,0,10.206,178,0.612178,81,117,0,0,
4.06117,0,10.206,184,0.614985,81,117,0,0,
4.07787,0,10.206,178,0.61782,81,117,0,0,
4.09453,0,10.08,184,0.620634,80,117,0,0,
4.1112,0,10.08,175,0.623434,80,117,0,0,
4.12787,0,10.08,178,0.626234,80,117,0,0,
4.14455,0,10.206,183,0.629055,81,117,0,0,
4.1612,0,10.206,185,0.63189,81,117,0,0,
4.17787,0,10.206,178,0.634725,81,117,0,0,
4.19455,0,10.206,177,0.63756,81,117,0,0,
4.21118,0,10.08,175,0.640395,80,117,0,0,
4.22785,0,10.08,181,0.643195,80,117,0,0,
4.24455,0,10.08,186,0.645995,80,117,0,0,
4.26118,0,10.206,190,0.648795,81,117,0,0,
4.27785,0,10.206,184,0.65163,81,118,0,0,
4.29455,0,10.08,194,0.654444,80,118,0,0,
4.31118,0,10.206,191,0.657244,81,118,0,0,
4.32783,0,10.206,186,0.660079,81,118,0,0,
4.34455,0,10.08,192,0.662893,80,119,0,0,
4.36118,0,10.08,182,0.665693,80,119,0,0,
4.37785,0,10.08,190,0.668493,80,120,0,0,
4.39455,0,10.08,181,0.671293,81,120,0,0,
4.41118,0,10.08,186,0.674121,80,121,0,0,
4.42785,0,10.08,199,0.676921,80,120,0,0,
4.44455,0,10.08,202,0.679721,80,120,0,0,
4.46117,0,10.08,204,0.682521,80,120,0,0,
4.47785,0,9.954,186,0.685307,79,120,0,0,
4.49453,0,9.954,197,0.688072,80,120,0,0,
4.51118,0,10.08,187,0.690865,80,120,0,0,
4.52785,0,10.08,208,0.693665,80,120,0,0,
4.54455,0,10.08,219,0.696465,79,120,0,0,
4.56118,0,10.08,215,0.699237,80,120,0,0,
4.57785,0,9.954,207,0.702023,79,120,0,0,
4.5945,0,9.828,220,0.704767,79,120,0,0,
4.61118,0,10.332,185,0.707525,82,121,0,0,
4.62785,0,10.71,188,0.710458,86,121,0,0,
4.6445,0,10.71,166,0.713454,85,121,0,0,
4.66117,0,10.71,179,0.716429,85,121,0,0,
4.67783,0,10.71,172,0.719404,85,121,0,0,
4.6945,0,10.836,175,0.722393,86,121,0,0,
4.7112,0,10.71,173,0.725382,84,120,0,0,
4.72782,0,10.584,174,0.728329,84,120,0,0,
4.7445,0,10.71,162,0.73129,85,120,0,0,
4.76117,0,10.71,156,0.734265,85,120,0,0,
4.77783,0,10.584,165,0.737226,84,119,0,0,
4.7945,0,10.836,165,0.740208,86,119,0,0,
4.81117,0,10.71,170,0.743204,85,118,0,0,
4.82783,0,10.71,168,0.746179,84,118,0,0,
4.8445,0,10.458,155,0.749119,83,118,0,0,
4.86117,0,10.584,184,0.752038,86,118,0,0,
4.87783,0,10.836,166,0.755034,86,118,0,0,
4.8945,0,10.71,168,0.75803,85,118,0,0,
4.91117,0,10.71,165,0.761005,85,118,0,0,
4.92782,0,10.71,166,0.76398,85,118,0,0,
4.94448,0,10.71,172,0.766955,85,118,0,0,
4.96115,0,10.71,179,0.76993,85,118,0,0,
4.97782,0,10.71,179,0.772905,85,118,0,0,
4.99448,0,10.584,171,0.775873,84,118,0,0,
5.01117,0,10.584,171,0.778813,84,118,0,0,
5.02782,0,10.584,171,0.781753,84,119,0,0,
5.04448,0,10.458,161,0.784686,83,119,0,0,
5.06115,0,10.584,173,0.787605,84,120,0,0,
5.07782,0,10.458,172,0.790524,83,120,0,0,
5.09448,0,10.458,169,0.793429,83,120,0,0,
5.11115,0,10.584,174,0.796355,84,120,0,0,
5.12782,0,10.332,173,0.799281,82,121,0,0,
5.14448,0,10.458,189,0.802165,83,121,0,0,
5.16115,0,10.584,177,0.805091,84,121,0,0,
5.17782,0,10.458,175,0.808017,83,121,0,0,
5.19448,0,10.584,173,0.810943,85,121,0,0,
5.21115,0,10.584,168,0.813904,84,120,0,0,
5.22782,0,10.584,173,0.816844,84,120,0,0,
5.24448,0,10.584,166,0.819784,84,120,0,0,
5.26115,0,10.458,170,0.82271,83,120,0,0,
5.27782,0,10.458,166,0.825615,83,119,0,0,
5.29447,0,10.458,168,0.82852,83,119,0,0,
5.31117,0,10.458,167,0.831439,84,119,0,0,
5.3278,0,10.458,167,0.834344,83,120,0,0,
5.3445,0,10.458,171,0.837249,83,120,0,0,
5.36113,0,10.584,167,0.840154,83,120,0,0,
5.3778,0,10.458,169,0.843087,83,120,0,0,
5.39452,0,10.332,180,0.845978,83,120,0,0,
5.41113,0,10.458,171,0.848869,83,119,0,0,
5.42783,0,10.458,172,0.851774,84,119,0,0,
5.44447,0,10.458,177,0.8547,83,119,0,0,
5.46113,0,10.584,200,0.857612,84,119,0,0,
5.47783,0,10.206,227,0.86051,75,118,0,0,
5.49447,0,9.702,200,0.863219,77,118,0,0,
5.51113,0,9.576,205,0.865907,76,118,0,0,
5.5278,0,9.702,205,0.868581,77,118,0,0,
5.5445,0,9.702,201,0.871276,76,118,0,0,
5.56112,0,9.45,180,0.87395,75,118,0,0,
5.5778,0,9.324,187,0.876568,74,118,0,0,
5.5945,0,9.324,203,0.879158,75,119,0,0,
5.61115,0,9.45,200,0.881769,75,119,0,0,
5.6278,0,9.45,197,0.884394,75,119,0,0,
5.64447,0,9.45,193,0.887019,75,119,0,0,
5.66112,0,9.45,190,0.889644,75,119,0,0,
5.67782,0,9.324,180,0.892248,73,119,0,0,
5.69445,0,9.198,170,0.894817,73,119,0,0,
5.71112,0,9.324,179,0.897379,74,119,0,0,
5.72778,0,9.324,185,0.899969,74,119,0,0,
5.74448,0,9.324,187,0.902559,73,119,0,0,
5.76112,0,9.324,199,0.905128,74,119,0,0,
5.77778,0,9.45,191,0.907725,75,119,0,0,
5.79442,0,9.324,180,0.910343,74,119,0,0,
5.81115,0,9.198,188,0.912919,74,120,0,0,
5.82778,0,9.324,189,0.915495,74,120,0,0,
5.84447,0,9.324,190,0.918085,74,121,0,0,
5.86112,0,9.324,187,0.920675,74,121,0,0,
5.8778,0,9.45,185,0.923279,74,121,0,0,
5.89447,0,9.324,189,0.925883,74,121,0,0,
5.91112,0,9.324,199,0.928473,74,120,0,0,
5.92778,0,9.324,191,0.931063,74,120,0,0,
5.94448,0,9.324,200,0.933653,75,120,0,0,
5.96117,0,9.45,194,0.936264,74,119,0,0,
5.9778,0,9.45,201,0.938868,75,119,0,0,
5.99443,0,9.45,192,0.941493,75,119,0,0,
6.01113,0,9.45,200,0.944118,75,119,0,0,
6.0278,0,9.45,197,0.946743,75,119,0,0,
6.04443,0,9.45,200,0.949368,75,119,0,0,
6.0611,0,9.45,189,0.951993,75,119,0,0,
6.0778,0,9.324,189,0.954604,73,120,0,0,
6.09448,0,9.198,199,0.957166,74,120,0,0,
6.11113,0,9.324,205,0.959749,74,121,0,0,
6.12777,0,9.576,207,0.962353,76,121,0,0,
6.14447,0,9.576,197,0.965013,75,122,0,0,
6.16112,0,9.45,198,0.967645,75,122,0,0,
6.17777,0,9.45,198,0.97027,75,123,0,0,
6.19443,0,9.45,203,0.972895,75,123,0,0,
6.21113,0,9.45,198,0.97552,74,124,0,0,
6.2278,0,9.324,188,0.978117,74,125,0,0,
6.24443,0,9.324,187,0.980707,74,125,0,0,
6.2611,0,9.324,205,0.983297,74,125,0,0,
6.27778,0,9.45,198,0.985901,75,125,0,0,
6.29445,0,9.45,201,0.988526,75,124,0,0,
6.31107,0,9.45,204,0.991151,75,124,0,0,
6.32777,0,9.45,195,0.993776,75,124,0,0,
6.34445,0,9.45,206,0.996401,75,124,0,0,
6.36108,0,9.45,197,0.999026,75,123,0,0,
6.37775,0,9.324,197,1.00165,74,123,0,0,
6.39442,0,9.45,199,1.00425,75,123,0,0,
6.41112,0,9.576,220,1.00689,78,122,0,0,
6.42775,0,9.702,210,1.00958,77,122,0,0,
6.44442,0,9.702,225,1.01227,77,122,0,0,
6.46113,0,9.828,201,1.01498,77,122,0,0,
6.47778,0,9.702,220,1.01768,77,122,0,0,
6.49442,0,9.828,229,1.02038,78,122,0,0,
6.51108,0,9.828,224,1.02311,78,123,0,0,
6.52778,0,9.828,221,1.02584,78,123,0,0,
6.54442,0,9.828,212,1.02857,78,123,0,0,
6.56108,0,9.828,233,1.0313,78,124,0,0,
6.57777,0,9.954,223,1.03404,79,124,0,0,
6.59443,0,9.828,224,1.03681,78,125,0,0,
6.61108,0,9.828,210,1.03954,78,125,0,0,
6.62777,0,9.702,232,1.04225,78,126,0,0,
6.64443,0,9.954,219,1.04497,79,127,0,0,
6.66108,0,9.828,212,1.04773,78,127,0,0,
6.67778,0,9.702,229,1.05045,78,128,0,0,
6.69443,0,9.828,216,1.05317,78,129,0,0,
6.71107,0,9.828,218,1.0559,78,129,0,0,
6.72773,0,9.828,224,1.05863,78,129,0,0,
6.74443,0,9.828,225,1.06136,78,128,0,0,
6.76105,0,9.954,233,1.06409,79,128,0,0,
6.77772,0,9.954,218,1.06686,79,128,0,0,
6.79445,0,9.828,229,1.0696,79,128,0,0,
6.81107,0,9.954,235,1.07236,79,128,0,0,
6.82773,0,9.954,226,1.07512,79,128,0,0,
6.84443,0,9.954,237,1.07789,80,128,0,0,
6.86107,0,10.08,239,1.08068,80,128,0,0,
6.87773,0,10.08,233,1.08348,80,128,0,0,
6.89443,0,10.08,218,1.08628,79,128,0,0,
6.91107,0,9.954,223,1.08905,79,128,0,0,
6.92773,0,9.954,223,1.09182,79,129,0,0,
6.94442,0,9.954,234,1.09458,79,129,0,0,
6.96107,0,10.08,240,1.09735,80,129,0,0,
6.97772,0,10.08,219,1.10015,80,130,0,0,
6.99442,0,9.828,235,1.10291,78,130,0,0,
7.01105,0,9.954,236,1.10564,79,130,0,0,
7.02772,0,10.08,229,1.10841,80,131,0,0,
7.04443,0,9.954,224,1.11119,79,131,0,0,
7.06105,0,9.828,222,1.11395,78,131,0,0,
7.0777,0,9.954,231,1.11669,79,130,0,0,
7.09443,0,9.954,223,1.11945,79,131,0,0,
7.11108,0,9.954,237,1.12222,79,131,0,0,
7.12772,0,9.954,232,1.12498,79,131,0,0,
7.14443,0,9.954,213,1.12775,77,131,0,0,
7.16108,0,9.702,234,1.13046,78,131,0,0,
7.17775,0,9.954,241,1.13318,79,131,0,0,
7.19438,0,10.08,244,1.13595,80,131,0,0,
7.2111,0,10.08,244,1.13875,80,130,0,0,
7.22773,0,10.206,252,1.14156,81,131,0,0,
7.2444,0,10.206,239,1.1444,81,130,0,0,
7.26103,0,10.08,240,1.14723,80,130,0,0,
7.27772,0,10.206,252,1.15004,81,130,0,0,
7.29442,0,10.332,240,1.15289,81,131,0,0,
7.31105,0,10.206,238,1.15574,81,130,0,0,
7.32772,0,10.206,248,1.15857,81,131,0,0,
7.3444,0,10.206,245,1.16141,81,131,0,0,
7.36103,0,10.206,257,1.16424,81,131,0,0,
7.37772,0,10.332,256,1.16708,82,132,0,0,
7.3944,0,10.332,252,1.16995,82,132,0,0,
7.41103,0,10.332,258,1.17282,82,133,0,0,
7.42773,0,10.332,254,1.17569,82,133,0,0,
7.44437,0,10.332,256,1.17856,82,134,0,0,
7.46103,0,10.332,263,1.18143,82,135,0,0,
7.47775,0,10.332,259,1.1843,83,135,0,0,
7.49437,0,10.458,262,1.18717,83,136,0,0,
7.51103,0,10.458,251,1.19008,83,136,0,0,
7.5277,0,10.332,267,1.19296,82,137,0,0,
7.54435,0,10.332,264,1.19583,82,137,0,0,
7.56105,0,10.332,261,1.1987,82,138,0,0,
7.5777,0,10.332,260,1.20157,82,138,0,0,
7.59437,0,10.332,253,1.20444,82,139,0,0,
7.61107,0,10.332,272,1.20731,83,139,0,0,
7.6277,0,10.458,271,1.21021,83,139,0,0,
7.64437,0,10.458,260,1.21311,83,139,0,0,
7.66105,0,10.332,259,1.216,82,140,0,0,
7.67768,0,10.332,276,1.21887,82,140,0,0,
7.69438,0,10.458,259,1.22176,83,140,0,0,
7.71103,0,10.458,279,1.22466,83,140,0,0,
7.72768,0,10.584,276,1.22758,84,140,0,0,
7.74438,0,10.458,266,1.2305,83,140,0,0,
7.76102,0,10.332,249,1.23341,82,140,0,0,
7.77772,0,10.332,265,1.23628,82,140,0,0,
7.79435,0,10.332,273,1.23915,82,140,0,0,
7.81102,0,10.458,274,1.24203,83,141,0,0,
7.82773,0,10.458,269,1.24494,84,141,0,0,
7.84435,0,10.458,269,1.24787,83,141,0,0,
7.86102,0,10.458,271,1.25077,83,141,0,0,
7.87768,0,10.332,275,1.25368,82,142,0,0,
7.89433,0,10.332,263,1.25655,82,142,0,0,
7.91103,0,10.332,285,1.25942,83,143,0,0,
7.92768,0,10.458,267,1.26232,83,143,0,0,
7.94435,0,10.332,258,1.26521,82,143,0,0,
7.96103,0,10.458,275,1.2681,83,144,0,0,
7.97765,0,10.458,284,1.271,83,144,0,0,
7.99437,0,10.584,281,1.27393,84,144,0,0,
8.01103,0,10.458,269,1.27687,83,144,0,0,
8.0277,0,10.458,284,1.27978,83,145,0,0,
8.04437,0,10.584,277,1.2827,83,145,0,0,
8.06102,0,10.458,275,1.28561,83,145,0,0,
8.07772,0,10.332,277,1.2885,83,145,0,0,
8.09433,0,10.332,266,1.29137,82,145,0,0,
8.111,0,10.332,283,1.29424,82,145,0,0,
8.12772,0,10.332,280,1.29711,83,146,0,0,
8.14433,0,10.458,280,1.30001,83,146,0,0,
8.161,0,10.584,297,1.30293,84,146,0,0,
8.17767,0,10.458,284,1.30585,83,146,0,0,
8.19433,0,10.332,270,1.30876,82,146,0,0,
8.211,0,10.332,274,1.31163,82,146,0,0,
8.22767,0,10.332,280,1.3145,82,146,0,0,
8.24437,0,10.332,276,1.31737,82,147,0,0,
8.26098,0,10.332,276,1.32024,82,147,0,0,
8.27767,0,10.332,278,1.32311,82,147,0,0,
8.29433,0,10.332,267,1.32598,82,147,0,0,
8.311,0,10.206,280,1.32882,81,147,0,0,
8.32767,0,10.332,279,1.33167,82,147,0,0,
8.34433,0,10.458,283,1.33456,83,148,0,0,
8.36098,0,10.458,291,1.33747,83,148,0,0,
8.37765,0,10.458,293,1.34037,83,148,0,0,
8.39433,0,10.458,285,1.34328,84,148,0,0,
8.41097,0,10.458,279,1.34621,83,148,0,0,
8.42765,0,10.458,290,1.34911,82,148,0,0,
8.44432,0,10.332,283,1.35199,82,149,0,0,
8.46098,0,10.332,281,1.35486,82,149,0,0,
8.47765,0,10.206,292,1.35771,82,149,0,0,
8.49432,0,10.458,293,1.36058,83,149,0,0,
8.51098,0,10.332,281,1.36347,82,150,0,0,
8.52765,0,10.458,292,1.36636,83,150,0,0,
8.54432,0,10.458,278,1.36926,83,150,0,0,
8.56098,0,10.332,290,1.37215,82,150,0,0,
8.57763,0,10.332,286,1.37502,82,151,0,0,
8.59432,0,10.332,298,1.37789,82,151,0,0,
8.61098,0,10.332,276,1.38076,81,151,0,0,
